Sample_ID	S3P1_G05	S3P1_H05	S3P1_F05	S3P1_A06
SKA1_9829	0.241196275	0.199836801	0.222780195	0.198435602
ESR2_33268	0	0	0	0
TRIAP1_32347	4.909529128	4.254609554	4.639227914	4.528643269
TTR_10102	14.96647813	14.53728801	14.92390223	14.89825948
RNASET2_32523	6.09059504	5.868432301	5.78511525	5.659477993
HSPB1_8847	3.006524925	2.467628198	1.956209098	2.755033635
LOC290595_32588	0	0.05261358	0	0
FOLR2_32628	0.382155076	0.152412305	0.369846694	0.564840192
EDEM1_8524	8.26017726	8.149863147	8.054817177	8.369887202
SMC2_9898	1.724642839	1.674182303	1.223942891	1.649879708
IL10_32454	0.382155076	0.41606031	0.415716035	0.244055032
ECI1_8520	5.236406713	4.714609939	4.634386285	5.231449709
WRB_10178	0.084958794	0.152412305	0.273486484	0.198435602
TALDO1_32399	3.741371967	3.282201765	3.439867396	3.569817998
HADHB_8777	3.667538753	3.29317607	3.622100408	3.766305557
ALAS2_8019	0.789010842	0.975039294	1.393997023	1.410802976
MCM3_9207	0.838787874	0.638890857	0.503298585	0.452736243
EXOSC5_32543	3.59697243	2.990151385	3.08985625	3.373410564
NADK2_32534	4.253680665	3.830112249	3.960607189	4.071623705
HMGCS1_8811	1.331382002	1.640204437	1.299290114	1.598119648
PPAN_9534	3.646728892	2.913992405	2.818244307	3.2834204
KNSTRN_33044	0.241196275	0	0	0
HPD_33114	7.515003412	7.051684915	8.043904762	7.592340161
FABP4_8590	0	0	0	0
EGFR_8531	2.269457853	1.847975812	1.626324011	1.926612495
LOC100366216_9042	1.365744944	0.455671573	0.701483487	0.856781657
RBPJ_9670	1.556325569	1.269870981	1.223942891	1.716125306
P2RY12_32757	0.084958794	0.152412305	0.115686032	0.151326404
CCL11_33230	0.510559049	0.24575184	0.369846694	0.052225782
MYL12A_33284	3.896325649	3.298632076	3.631849869	3.777983353
MBNL1_9201	4.658952847	4.197343556	4.684430694	4.607115363
CHPT1_33298	6.303880754	6.007358991	6.091902197	6.280761679
ARNTL_8086	5.421345786	5.337886449	5.215338183	5.402140953
ARSI_33170	0	0	0	0
TUBB6_10106	0.313396542	0.05261358	0.322470949	0.288276037
RGD1308428_9687	3.589722182	3.081606041	3.032127737	3.222050065
ZFP367_10205	1.223091234	0.831864442	0.773714706	0.76587738
BMP4_8153	0.382155076	0.152412305	0	0.244055032
DNMT1_8488	1.296180571	0.831864442	1.249498373	1.241195996
TF_10003	18.07174597	18.18765245	18.16271861	18.16082334
LPGAT1_9154	7.007007837	6.779080662	6.9998705	6.931873651
ITPKC_32806	0.313396542	0.290250552	0.222780195	0.491080304
FDPS_8629	8.012275757	7.822355101	7.714079485	7.691377368
PNKP_9513	0.628462882	0.152412305	0.625444392	0.452736243
DAAM1_32393	4.249085886	3.433696031	3.822699343	4.099812809
DUSP11_8501	3.728225754	3.231757373	3.300117191	3.388724468
LAMC2_8982	0	0.05261358	0.115686032	0.052225782
PELI1_32584	2.650120684	2.00306626	2.674712461	2.534120499
CD80_32896	0	0.05261358	0	0
GALE_8680	1.96774315	1.22472921	1.48286796	1.526084454
CCNE2_8227	0.16519148	0.41606031	0.273486484	0.668857732
ETS1_8577	1.585777749	1.291923003	1.088899363	1.307157037
SLC1A3_32817	0.382155076	0.05261358	0.170226612	0.244055032
CIDEC_32477	4.686401817	3.670942874	4.09354775	4.136561433
SRFBP1_9940	0.683987853	0.604061331	0.545173481	0.856781657
LY96_9166	1.851307379	1.657293397	1.626324011	1.544433248
CYBB_32987	3.747900423	2.732399457	3.348220516	3.233404241
HELLS_32936	3.931162985	3.506227097	3.757399001	3.438627723
FOXJ3_8661	2.881475099	2.505866864	2.417241574	2.778476443
ITGB2_8927	1.296180571	0.531773458	1.031131771	0.528431582
LOC684841_32802	0.933468171	0.41606031	0.545173481	0.244055032
NUDT11_32363	0	0.10337572	0.059002276	0
NP4_32582	0	0	0	0
ATP6V0D1_33093	2.472308008	1.55158466	2.075317183	2.134690439
ACMSD_32377	0.084958794	0	0.222780195	0.052225782
CCT7_8237	1.989943671	1.55158466	1.75679664	1.981512426
PSMB10_9588	1.18510941	0.975039294	1.299290114	1.195484622
DNMT3A_8489	1.922290173	1.723694206	1.986920624	2.217067009
HECTD2_32315	1.18510941	1.129973608	0.808517931	1.370233689
HSP90AA1_8838	5.013428424	4.854537459	4.670308547	4.869739749
PIK3R3_9483	1.331382002	0.861658709	0.585867144	0.91435065
ACOT1_7968	0.313396542	0.41606031	0.322470949	0.198435602
MGC109340_32287	0	0.05261358	0.059002276	0.102626845
CCL21_33005	0.628462882	0.199836801	0.222780195	0.452736243
HPS5_8825	0.933468171	0.568370106	0.738051098	0.668857732
SLC27A1_33025	0.978575767	0.494224252	0.773714706	0.856781657
KLHL21_8971	1.064768397	0.672899312	0.773714706	0.885853287
COL5A3_32780	0.084958794	0	0.059002276	0.102626845
TMEM109_10038	0.886904586	0.494224252	0.663964849	0.969710301
POLB_9518	2.232692755	2.029557035	2.211579599	1.912554756
THY1_33010	0.16519148	0.375330685	0.059002276	0.288276037
ABCG8_7948	0	0	0	0
LOC606294_9128	0.933468171	0.861658709	0.808517931	0.91435065
PRKACA_9561	5.217715243	5.240612998	5.192462549	5.215793262
ARNT2_8085	0	0	0	0
SOS1_9918	2.340291343	1.771563138	1.940604638	1.954323588
DDX60_8457	0.241196275	0.152412305	0.273486484	0.102626845
REG3B_9674	0	0	0	0.151326404
LOC100910753_9064	0.16519148	0.152412305	0.170226612	0.198435602
MTERFD1_9258	0	0.41606031	0.460171823	0.564840192
LOC100909675_9046	2.340291343	1.55158466	1.876442154	2.305789404
GLI2_8713	0	0	0.059002276	0.052225782
CLEC12A_33112	0.447785131	0.333417707	0.170226612	0.052225782
PSME3_32547	4.623890512	4.208980048	4.09354775	4.507755376
LOC100911740_32571	0	0	0	0
ARHGEF12_8080	3.694826382	2.983391601	3.244011702	3.097103112
IGHMBP2_8884	0	0	0.170226612	0.151326404
GPD1_32517	6.644629417	5.933881073	6.250604089	6.639278588
HIF1A_8801	4.991589094	4.298840027	4.278696774	4.540118294
SPINK1_32461	6.273659953	5.194531476	5.739627016	6.083136839
HIST1H2BD_33231	0.16519148	0.05261358	0	0.052225782
LOC685020_32775	1.064768397	1.291923003	0.808517931	0.827112138
LEF1_32825	0.16519148	0.290250552	0.059002276	0.052225782
UBA3_32850	2.116417847	1.605406994	1.792005425	2.00819833
DDR2_32999	0.084958794	0	0	0.102626845
CCNF_8228	0.084958794	0.199836801	0.115686032	0.102626845
ACY3_32489	5.782560191	5.151459367	5.23145866	5.588305998
HAT1_8780	2.770430507	2.106230165	2.275169991	2.327142933
ALDOC_8034	0.084958794	0.10337572	0.273486484	0.102626845
LOC688090_9144	4.941207224	4.597758539	4.389163731	5.099615512
GABPB1L_32696	0	0.05261358	0	0
HADH_8776	5.208277904	4.494570561	4.698415942	4.96306205
RAD9A_9651	1.260098706	1.22472921	1.116938282	0.856781657
SLAMF9_32467	0.241196275	0.568370106	0.460171823	0.33118181
STUB1_9965	0.313396542	0.333417707	0.625444392	0.668857732
LIN9_9003	1.022315675	0.672899312	0.663964849	0.76587738
TH_10010	0	0	0	0
CYP2C13_8419	8.399120545	7.681982325	8.116878575	8.333914104
MLF1_32449	0	0	0.059002276	0.052225782
ABCC6_7943	0.447785131	0.290250552	0.059002276	0.33118181
COL8A1_33062	0.933468171	0.375330685	0.115686032	0.288276037
LOC100362324_9030	4.211791138	3.496764398	3.40617836	3.635480542
TFAP2A_10004	0	0	0	0
PRKCQ_9569	0.16519148	0.152412305	0.059002276	0.102626845
GATM_32792	7.819654212	7.435909051	7.328000789	7.330139265
GFPT1_8705	0.978575767	0.770363925	1.274609041	1.172074074
MTMR2_33004	4.036238811	4.149835664	3.046777865	3.816240459
CD68_8251	4.393481922	4.254609554	3.818436749	3.706455168
CCND3_8225	1.14610054	0.706124519	0.808517931	0.635011715
CKS2_8325	3.734813834	3.155630795	3.103934531	3.560832775
MAPK9_9192	5.343738704	4.354907911	4.775202596	4.620149356
SLC51A_33157	0.084958794	0	0	0.102626845
APOA2_33095	12.32086892	11.68961317	12.16557498	11.90648398
GAR1_8683	1.697918583	1.247476649	1.274609041	1.390660931
TOMM70A_10058	5.897121652	5.194531476	5.442826879	5.648917472
VGLL4_10152	2.770430507	2.67482337	2.546568154	2.674019951
SLC7A13_32952	0.084958794	0	0	0.102626845
PSRC1_9608	0.084958794	0.290250552	0	0.052225782
GNAS_8728	6.811296522	5.953036909	6.485153785	6.434396807
CYB561_8412	0.628462882	0.24575184	0.545173481	0.37284833
GNAS_8729	0	0	0	0
L1CAM_33172	0	0	0	0
BHMT2_8144	7.424172272	6.561471813	7.223072387	7.16541558
MFSD10_9223	0.16519148	0.152412305	0.322470949	0.288276037
IFNG_8873	0.084958794	0	0	0
MGLL_9227	2.054566239	1.92054404	2.237353069	2.228460315
PRKCB_9566	1.989943671	1.457162939	1.606683158	1.469594884
GDF9_33177	0	0	0	0
B3GNT1_8122	0.382155076	0.333417707	0.369846694	0.102626845
FABP2_32859	3.575111453	3.35732456	3.770697665	4.090477507
AKR7A3_8015	2.487992013	2.214101892	2.185337303	2.23976435
STAMBP_9954	1.495553649	1.247476649	1.223942891	1.328490482
PARP12_9426	0.978575767	0.770363925	0.970954249	0.885853287
ANXA5_32426	1.556325569	1.080154955	1.031131771	1.14827737
ELAVL4_32683	0	0	0	0
GDAP1_32550	0	0	0	0
MIS18A_32385	0	0	0	0
ABCB1B_7939	0.447785131	0.41606031	0.369846694	0.288276037
EBNA1BP2_8513	4.173506652	3.515628134	3.622100408	3.838717047
SLC6A3_33188	0	0	0	0
POR_9531	5.960326846	5.518236779	5.83871515	6.23630615
CPT1B_8373	0.084958794	0	0.115686032	0.198435602
IL6_8897	0	0	0	0
F2R_32746	0.628462882	0.290250552	0.415716035	0.244055032
CREG1_8380	5.722505901	5.229229873	5.326074677	5.446720767
COL12A1_32305	0.084958794	0	0.170226612	0.052225782
MPC2_33219	2.518857592	2.01637245	2.172034954	2.368924588
DHFR_32436	0.886904586	0.333417707	0.908156937	0.76587738
GABBR2_32714	0	0	0	0
EPHB2_8566	0.447785131	0.10337572	0.115686032	0
DCN_8441	1.106007531	1.247476649	0.908156937	1.732222092
CEBPA_8279	4.894896792	4.595543859	4.309396515	5.291072132
ZFP131_10200	1.223091234	1.002044897	1.197926551	1.023023939
IDH3A_33174	4.434530279	3.811150285	3.80987359	4.323477612
MMP9_32531	0.628462882	0	0.273486484	0.198435602
SMAD5_9893	2.731431463	2.477283301	2.636481725	2.561405945
ALAD_8017	1.989943671	1.514554188	1.940604638	2.02135843
TBXAS1_32570	0.084958794	0.152412305	0	0.052225782
CYP11A1_32785	0	0	0	0
SPINK3_9928	2.731431463	1.476548138	2.287558509	2.631740695
MCPT8L2_32783	0.570715087	0.494224252	0.701483487	0.198435602
PGAM2_32589	0.16519148	0	0	0.052225782
KNG2_8975	8.822462502	8.332499811	8.625977216	8.807608654
TLE1_10026	3.515142308	3.155630795	3.336344212	3.702375459
SEPT5_32632	0.447785131	0.199836801	0.369846694	0.198435602
RPS27L_33046	1.18510941	1.028554262	0.970954249	1.14827737
GLYATL2_32403	2.232692755	2.143090896	2.016991979	2.506309044
PRKAA2_9559	2.663994723	2.270719346	2.546568154	2.698805273
ZWILCH_10213	0	0	0	0.052225782
GHR_8706	7.563921209	7.112581784	7.487184365	7.309165751
GSTA3_33275	3.792790678	3.529615816	4.118033111	3.730694077
PZP_9633	13.58308294	13.47921478	13.74182457	13.54349852
ACBD3_7962	1.724642839	1.002044897	1.197926551	1.263519779
C1QA_8167	0.886904586	0.41606031	0.970954249	1.45026257
RRP1B_9753	0.570715087	0.531773458	0.415716035	0.600352547
NGB_33325	0	0	0.059002276	0
GSTA2_8756	11.31254051	10.932329	10.53518809	10.50727992
NAT1_33063	4.014744631	3.325606826	3.318344409	3.486862366
RSAD2_32612	0.313396542	0.10337572	0.115686032	0.151326404
CYTH1_8433	0.382155076	0.152412305	0.415716035	0.528431582
MYPN_32601	0	0	0	0
LOC100361706_33302	1.18510941	1.080154955	1.171432425	1.074437425
LYN_9167	4.584311475	4.176751079	4.431644406	4.360194248
ZFP36_10204	7.072838487	6.352437119	6.997515813	7.127122928
NGB_34114	0	0	0	0
RGD1305928_9683	0.313396542	0.199836801	0.170226612	0.288276037
RET_32982	0.084958794	0.05261358	0	0.052225782
AHNAK_32407	3.1013443	2.740440197	2.860319427	2.861314394
CASK_8198	0.510559049	0.455671573	0.415716035	0.33118181
NIT2_9320	3.436495865	2.990151385	3.499658779	3.403877523
CDK2_8266	0.683987853	0.638890857	0.415716035	0.564840192
LOC100911882_32291	0	0	0	0
KDM5B_8955	1.365744944	0.947518517	1.197926551	0.885853287
TRMT61A_10089	0.789010842	0.638890857	0.170226612	0.827112138
TIMELESS_10016	0.16519148	0.05261358	0.059002276	0.102626845
PIK3C3_9481	0.16519148	0.05261358	0.170226612	0
OSGIN1_33191	1.223091234	2.093730956	1.504255895	2.04732388
POLR3D_9526	0.789010842	0.568370106	0.701483487	0.734256932
UGT2B1_33224	5.100176133	3.956294893	4.952937458	5.325962794
NCL_9288	5.516178943	4.660548571	5.024996666	5.183961236
TRIM2_10081	0	0	0	0
GC_32893	13.9956216	13.52162381	13.97957448	13.97421491
HMGCS2_8812	11.44966712	10.97179146	11.04368554	11.29953637
ESCO2_32645	0	0	0.059002276	0
COL5A1_8357	0.838787874	0.531773458	0.808517931	0.796819621
EZH2_8584	0.382155076	0.290250552	0.115686032	0.37284833
MARC1_9196	7.194328976	6.721851465	6.938837245	6.984059049
ELAC2_8553	0.838787874	0.568370106	0.503298585	0.452736243
GPX1_33050	3.20936177	2.505866864	3.693664337	3.19907007
FGA_8632	14.5392223	13.91412899	14.33027644	14.27683003
GPX4_32827	5.56874975	5.433980073	5.548262278	5.612422231
Ace_34123	0.084958794	0.152412305	0	0.151326404
HTR6_33249	0	0	0	0
PSMG1_9606	6.163215426	6.179880285	6.019478668	6.182404353
APOD_33207	0	0	0	0
COL18A1_8351	1.022315675	0.831864442	1.223942891	1.328490482
MPZL1_9243	0.447785131	0.41606031	0.222780195	0.528431582
GNB2L1_8731	9.760201546	9.017479226	9.409976003	9.580900973
TLR2_10029	0.978575767	0.8908501	0.738051098	0.856781657
ADSL_32625	4.078289686	4.116242165	4.017494952	4.299370851
AKAP8L_8009	1.432108771	1.054585296	1.626324011	1.328490482
CPNE3_8370	3.218792045	2.892504532	1.986920624	2.00819833
WASF3_10163	0.510559049	0.638890857	0.701483487	0.668857732
YTHDF1_10190	2.820841616	2.225604531	2.504734312	2.379183635
GFOD1_8704	0.16519148	0.05261358	0.059002276	0
NFIA_9302	6.484780563	5.951305942	6.389260896	6.223552193
PDIA5_9451	0.886904586	0.947518517	1.274609041	0.734256932
CENPI_32983	0	0	0	0
CFLAR_8297	0.737454798	0.706124519	0.738051098	0.942295994
IL11_32565	0	0	0	0.052225782
USP1_10136	0.886904586	0.638890857	0.663964849	0.942295994
GRIN2D_32951	0	0	0.115686032	0.102626845
AURKB_8117	0	0	0	0
NUP62_9381	2.905032515	2.202506804	2.439617206	2.715095378
PRDX2_32311	4.129186187	3.501503506	3.929324201	3.996978277
LOC100911750_32851	1.464179943	1.002044897	1.546103413	1.884021544
LOXL1_9149	2.116417847	2.524612724	1.606683158	1.716125306
NCKAP1L_33041	0.789010842	0.604061331	0.625444392	0.668857732
ADAM8_7984	0	0	0	0
KAT6A_8940	1.750881049	1.640204437	1.956209098	1.825204224
GGT7_33026	0.16519148	0	0.059002276	0.102626845
MAPKAPK3_9194	1.064768397	0.494224252	0.415716035	0.528431582
SMC4_9900	0.737454798	0.638890857	0.503298585	0.734256932
LOC684193_9138	0.084958794	0	0	0.37284833
SRD5A1_32503	4.662412665	3.463147461	5.314013892	4.362781452
EGR1_8533	4.972204664	4.58441917	5.102419329	5.361323863
SPN_32509	0	0.10337572	0.115686032	0.151326404
TGFBR2_10008	3.218792045	2.552282572	3.032127737	2.97390226
AKR7A2_8014	2.881475099	2.533895097	2.757198242	2.793895994
CRYL1_8388	1.670689932	0.975039294	1.626324011	1.285503389
MYCBP_9272	1.14610054	0.919462529	0.585867144	0.827112138
COL4A2_8356	3.515142308	3.287699353	3.478202073	3.496318751
DDB2_8446	0.933468171	0.638890857	0.701483487	0.635011715
TOPORS_33193	3.491995241	2.855964524	3.275450385	3.337033005
SEC24D_32308	6.803483311	6.360937341	6.291928016	6.447862148
IGFALS_8880	4.726620224	4.229120761	4.619763137	4.505415721
ALDH4A1_8025	0.084958794	0.375330685	0.503298585	0.734256932
GALNT11_32432	3.792790678	3.062490772	3.636700004	3.458115523
CMTM3_33221	1.022315675	0.333417707	0.415716035	0.701927879
HACL1_8775	0.789010842	0.706124519	0.415716035	0.600352547
B4GALT2_32592	0.313396542	0.333417707	0.170226612	0.198435602
PCK1_9439	12.82076662	13.14745195	13.07729244	12.87900078
FGFR2_8637	2.075479465	1.962395104	1.809292749	1.854912604
ST3GAL1_34106	3.45257188	3.231757373	3.205357994	3.16389883
HK1_8805	1.585777749	1.457162939	0.84250131	1.349513056
HCST_32698	0.313396542	0.05261358	0.115686032	0.102626845
AGTR1A_33175	1.331382002	1.291923003	1.48286796	1.994917079
NOLC1_9330	0.838787874	0.333417707	0.460171823	0.734256932
OLFML3_9391	0	0	0.059002276	0
CASP7_8203	3.824020953	3.325606826	3.318344409	3.398844168
GABRB1_8677	0	0	0	0
MAG_33007	0	0	0	0
TCEA2_9990	0.570715087	0.152412305	0.273486484	0.288276037
PPARGC1A_33189	1.585777749	1.129973608	1.439116697	1.794871195
MBL1_9200	5.823313189	5.226370002	5.665623761	5.688642706
PRKAB2_33204	1.260098706	1.269870981	1.52533138	1.390660931
CALU_8191	5.308841147	4.573208031	4.856447872	4.981696807
FKBP10_33287	0.570715087	0	0.222780195	0.052225782
GNAS_8725	0	0	0	0
RHEB_9704	2.74454863	1.962395104	2.472543116	2.477950899
INPP4B_8905	0.16519148	0.24575184	0.322470949	0.052225782
PCCB_9437	2.136459492	1.55158466	2.158608808	2.250980502
CHEK2_8305	0.16519148	0.455671573	0.322470949	0.288276037
KCNQ2_8947	0.084958794	0	0	0.102626845
HIST1H4A_32934	2.731431463	1.847975812	2.299841551	2.399485432
RFC4_9678	0.570715087	0.568370106	0.663964849	0.76587738
CENPT_32437	0.16519148	0.05261358	0	0
ABCC1_32904	0.933468171	0.706124519	0.625444392	0.91435065
CTSK_33244	1.296180571	0.604061331	1.088899363	1.124081556
SLC22A8_9848	5.838685914	5.317875075	5.090095372	5.386969551
NFKB2_9306	0.570715087	0.199836801	0.585867144	0.452736243
NT5DC2_9371	0.447785131	0.05261358	0.170226612	0.564840192
SIX4_32716	0	0	0	0
NOS3_9345	0	0.333417707	0.369846694	0.244055032
HSPA2_32402	0	0.05261358	0.273486484	0.288276037
LY6C_32880	1.260098706	1.476548138	1.031131771	0.701927879
HEXA_8797	5.328574785	4.937316137	5.15068863	5.285628647
FUT1_8668	0.16519148	0	0.115686032	0.102626845
TIMP2_10023	2.995594208	2.588369055	2.299841551	2.82424932
PEMT_32410	2.116417847	1.833013628	1.971646581	1.763886684
ABHD1_7949	3.246718565	2.606079355	2.987263021	2.918706342
TTC17_32457	2.677736609	2.106230165	2.198518118	2.534120499
NCOA3_9290	3.45257188	3.408685403	3.218357974	3.277947912
ELOVL3_32452	0	0	0	0
HSPA1B_8842	0	0	0	0
XPC_32852	0.16519148	0.333417707	0.059002276	0.052225782
RBP1_9669	7.317942248	6.524697504	6.972796508	7.144893932
LOC100909544_32732	0.084958794	0.05261358	0.170226612	0.102626845
GPS1_32610	0	0.10337572	0	0.052225782
PRKAG1_33315	4.55854746	4.385994777	4.394900614	4.571771138
RPS6KA1_9748	0.084958794	0	0.115686032	0.102626845
SMTNL1_33008	0	0	0	0
CYP4F4_32350	3.959564974	3.756691286	4.135271673	4.029908386
ESPL1_33227	0	0	0	0
STMN2_32640	0	0	0	0
GCAT_32974	2.663994723	1.55158466	2.359735419	2.146750433
CASP9_8204	0.628462882	0.375330685	0.701483487	0.668857732
ASB12_32919	0	0	0	0
RALA_9654	3.646728892	3.081606041	3.400486236	3.378533282
RPL6_9738	8.072680518	7.695487585	7.89903326	8.130518734
ATP11C_33283	5.876415996	5.453677158	5.419094476	5.508775204
MYO1F_32715	0.313396542	0.375330685	0.170226612	0.244055032
MAN2B1_9177	5.732415853	5.627411464	5.930445679	5.88230217
CMA1_8338	0.510559049	0.199836801	0.115686032	0.244055032
CIB1_33206	3.301000384	3.179485066	3.046777865	3.187441334
PSMD2_9598	1.331382002	1.22472921	1.683691446	1.172074074
DHRS7C_33024	0	0	0	0
PIK3R1_32562	6.380455093	5.609962685	6.233897341	6.305178771
TECR_32583	0	0.05261358	0.115686032	0.052225782
RDH7_9672	9.506792012	9.082576123	9.251030709	9.367141418
EFEMP2_32619	0.737454798	0.455671573	0.738051098	0.885853287
FAM20B_8600	2.374445216	1.862784415	2.14505654	2.368924588
NTRK1_33253	0	0	0	0
LOC100912083_9099	0	0	0	0
PSME3_32872	4.641528193	4.161860106	4.253657774	4.388401471
KLHL9_8972	3.049437977	2.956031208	3.039471397	3.007357214
ACOT2_7969	3.180695358	2.533895097	2.383013661	2.816720648
WDR7_10170	0.084958794	0	0	0
MCUR1_32908	3.767310386	3.423743749	3.456421426	3.718625527
RASA1_9661	4.083460901	3.736732463	3.734958465	3.583191768
ASF1B_32459	0.084958794	0	0	0.102626845
GABRA5_32518	0	0	0	0
IGF1_8876	2.731431463	3.167607232	2.826758071	2.379183635
IGTP_8887	4.442601636	4.456027259	4.240973403	4.133534548
C2CD2L_8174	4.430477603	3.867304491	3.909422169	3.921772327
HDAC6_8786	0.789010842	0.8908501	1.171432425	0.701927879
BIRC3_8147	1.585777749	1.154252321	1.116938282	1.074437425
HMMR_8814	0.447785131	0.24575184	0.415716035	0.413345181
CCNG1_32302	3.925414868	3.74874086	3.400486236	3.583191768
ITIH3_32422	9.305070686	8.436230297	9.110142372	9.010555861
SDHB_9797	8.641464572	8.037494325	8.457517856	8.470771279
BECN1_8140	4.554829038	3.993776359	4.303308607	4.380763124
RELB_9675	1.750881049	1.495676312	1.606683158	1.526084454
STK25_9963	0.628462882	0.375330685	0.369846694	0.491080304
RAB11FIP2_9636	0.886904586	0.831864442	0.808517931	0.942295994
STAT3_9959	6.995395096	6.084400004	6.678054736	6.488705037
CES1D_32914	4.454624632	4.146813829	4.612395602	4.393471327
ADI1_7994	6.146018142	6.104008282	5.914558501	5.951827099
RGS10_32464	1.432108771	1.002044897	0.875702582	1.074437425
RHOC_9707	2.156226531	1.657293397	1.52533138	2.23976435
TTPA_33200	8.587661299	7.99022888	8.603082801	8.579172687
SERPINC1_32513	12.48318241	12.37746488	12.46824627	12.32027368
RRM1_32657	1.899015146	1.269870981	1.683691446	1.370233689
VAV3_10150	0.737454798	0.672899312	0.773714706	0.701927879
UBE2J1_10122	2.857526625	2.863346938	2.884987818	2.953450458
CDKN3_8274	1.022315675	0.531773458	0.701483487	0.600352547
MVP_9266	1.296180571	0.770363925	1.347420568	1.263519779
NRCAM_33205	0.084958794	0	0	0.052225782
AQP2_32968	0	0.05261358	0.059002276	0
ANXA4_32944	1.642937481	1.178129208	1.370896749	1.732222092
IGFBP3_8881	2.995594208	2.892504532	2.801064554	3.007357214
GJC1_32338	0.628462882	0.531773458	0.273486484	0.796819621
MAPK13_9187	0	0.05261358	0	0
SLCO1A1_9885	8.344169045	8.101518929	7.911093572	8.011496707
ADCK3_7987	2.287494927	2.042622219	2.336075409	2.217067009
SNX7_33286	0.737454798	0.41606031	0.625444392	0.827112138
PDGFA_9446	0	0	0	0
SULT2A6_9972	6.257737085	4.762776247	6.198252525	6.136272922
BLVRA_8151	0.838787874	0.706124519	0.503298585	0.452736243
IGG-2A_33162	0.683987853	0.199836801	0.273486484	0.052225782
ECH1_8516	4.598829794	4.401290572	3.991226218	5.016617422
TSLP_32811	0.16519148	0.05261358	0	0
CPB2_8369	8.18549278	7.496807615	7.911093572	7.985711802
NRAS_9363	2.503507345	2.202506804	2.172034954	1.912554756
CLSTN1_8335	0.789010842	0.455671573	0.738051098	0.701927879
PAK6_9419	0	0.05261358	0	0
NRROS_32404	3.499752267	3.378088825	3.054047517	3.084619042
CXCL1_8407	0.628462882	0.24575184	0.585867144	0.564840192
PDE1B_32328	0.084958794	0.199836801	0.273486484	0.37284833
RT1-DA_9760	3.872624453	4.304274694	3.510268636	4.408574866
CESL1_32986	4.187982651	4.088162576	3.287836506	3.477343589
ARHGEF2_8082	0.084958794	0	0.059002276	0.052225782
G6PD_8674	1.801967875	1.356126012	1.370896749	1.410802976
ERBB3_8571	1.331382002	0.8908501	1.41673324	1.410802976
APOE_8064	13.38017831	11.8166345	12.58247948	12.44027452
GSTM2_8759	7.212734083	6.796539145	7.243485647	6.882695576
POLA1_33208	0.570715087	0.604061331	0.939897245	0.734256932
TDG_33164	2.391223656	1.906319477	2.031795825	2.12252878
LAP3_8984	7.647475279	7.121075236	7.62871169	7.466586974
XPO1_32314	3.987418597	3.942420171	3.80987359	3.706455168
CSNK2A2_8395	1.614640681	1.495676312	1.809292749	1.507499282
PRL_32948	0	0	0	0
C1R_8171	0.510559049	0.568370106	0.585867144	0.528431582
OAS1A_9388	3.780106784	3.5342484	3.024746505	3.889839428
VDAC2_10151	5.261718366	4.597758539	4.824921713	5.12574568
SLC26A2_33072	2.440419021	2.377695128	2.131375758	2.429412306
ITFG1_8921	5.254859112	4.909059079	4.779594666	4.845896864
TCFL5_9994	0	0	0	0
NRP1_9366	2.563952048	2.408299969	2.250069171	2.477950899
LOC102549726_32764	4.532314966	4.621898249	4.513027858	4.528643269
GM2A_32907	5.120443092	4.752873351	4.919497211	4.827284241
SERPINA6_32325	7.078676776	7.095443383	7.274546748	7.011935048
SLC17A3_9840	6.442140701	5.968522862	6.322350426	6.099516854
CYP2B1_32451	6.046260552	5.905555988	5.794911362	6.52842342
RACGAP1_9647	0.16519148	0.24575184	0.170226612	0.151326404
ASPN_8093	0.683987853	0.801441871	0.625444392	0.969710301
STRBP_33130	3.976341595	3.472832496	3.766278384	3.793408147
SLC17A2_33216	2.156226531	1.817894644	1.809292749	2.03439957
BRCA1_8158	0.382155076	0.199836801	0.273486484	0.244055032
DNAJC15_8483	5.752033849	5.542583243	5.261600014	5.545676933
LOXL2_9150	0.737454798	0.568370106	0.701483487	0.600352547
C1QBP_8169	3.582435313	2.892504532	3.281656738	3.57428971
PKM_33240	0	0	0	0
LOC100911814_9091	0	0	0	0
XPO7_10182	3.866637811	3.683509122	3.68432511	3.57428971
TOMM34_10055	3.292094062	2.841085389	2.818244307	2.846602437
NFATC4_9300	0	0.05261358	0	0
ZW10_10212	1.18510941	0.568370106	0.773714706	1.14827737
GMFG_32344	3.237469659	2.398170322	2.546568154	2.487465684
TRAK2_10073	2.770430507	2.303653098	2.417241574	2.831738907
ALDOB_8033	12.72217278	12.08838994	12.76095241	12.71987159
OASL_9389	1.064768397	0.861658709	0.970954249	0.734256932
GAPDH_8682	9.473080905	8.992342756	9.251327205	9.433867069
NET1_9297	6.73530496	5.72688039	6.341786444	5.749221232
ABCF1_7945	3.913849468	3.043118827	3.336344212	3.560832775
SNURF_33140	1.223091234	0.375330685	1.031131771	0.734256932
DHDDS_8467	1.945195657	1.247476649	1.702317959	1.825204224
PHKB_9472	0.241196275	0.199836801	0.503298585	0.288276037
HYOU1_8857	4.442601636	3.679332523	3.945050485	4.151601323
MBL_34098	4.11410488	3.524968308	3.968323084	3.61392339
RGN_9699	9.059048074	9.193080776	8.851459682	9.018063687
HP_8823	6.01276987	5.23919501	6.236295897	6.039334051
